ea_code,region_code,region,const_code,constituency,lz,hazard,wg,soc_sec,pop_size,pop_curr,pop_surv,pop_lhood,maize_eq,lhood_nad
10199008,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,1,212,235,0,0,0.0000,0
10199008,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,1,212,235,0,0,0.0000,0
10199009,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,0,311,345,117,117,0.0447,43974
10199009,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,0,311,345,107,107,0.0281,40712
10199009,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,0,311,345,0,45,0.0000,2964
10199009,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,0,311,345,0,0,0.0000,0
10199009,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,1,311,345,0,0,0.0000,0
10199009,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,1,311,345,0,0,0.0000,0
10199009,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,1,311,345,0,0,0.0000,0
10199009,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,1,311,345,0,0,0.0000,0
10199010,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,0,353,392,133,133,0.0508,49611
10199010,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,0,353,392,122,122,0.0319,45931
10199010,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,0,353,392,0,51,0.0000,3344
10199010,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,0,353,392,0,0,0.0000,0
10199010,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,1,353,392,0,0,0.0000,0
10199010,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,1,353,392,0,0,0.0000,0
10199010,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,1,353,392,0,0,0.0000,0
10199010,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,1,353,392,0,0,0.0000,0
10199011,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,0,332,368,125,125,0.0477,41155
10199011,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,0,332,368,114,114,0.0299,38102
10199011,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,0,332,368,0,48,0.0000,2774
10199011,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,0,332,368,0,0,0.0000,0
10199011,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,1,332,368,0,0,0.0000,0
10199011,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,1,332,368,0,0,0.0000,0
10199011,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,1,332,368,0,0,0.0000,0
10199011,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,1,332,368,0,0,0.0000,0
10199014,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,0,114,126,43,43,0.0163,13530
10199014,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,0,114,126,39,39,0.0103,12527
10199014,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,0,114,126,0,16,0.0000,912
10199014,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,0,114,126,0,0,0.0000,0
10199014,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,1,114,126,0,0,0.0000,0
10199014,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,1,114,126,0,0,0.0000,0
10199014,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,1,114,126,0,0,0.0000,0
10199014,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,1,114,126,0,0,0.0000,0
10199017,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,0,372,413,140,140,0.0535,45101
10199017,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,0,372,413,128,128,0.0336,41756
10199017,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,0,372,413,0,54,0.0000,3040
10199017,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,0,372,413,0,0,0.0000,0
10199017,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,1,372,413,0,0,0.0000,0
10199017,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,1,372,413,0,0,0.0000,0
10199017,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,1,372,413,0,0,0.0000,0
10199017,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,1,372,413,0,0,0.0000,0
10199018,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,0,301,334,114,114,0.0433,37209
10199018,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,0,301,334,104,104,0.0272,34448
10199018,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,0,301,334,0,43,0.0000,2508
10199018,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,0,301,334,0,0,0.0000,0
10199018,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,1,301,334,0,0,0.0000,0
10199018,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,1,301,334,0,0,0.0000,0
10199018,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,1,301,334,0,0,0.0000,0
10199018,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,1,301,334,0,0,0.0000,0
10199019,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,0,344,382,130,130,0.0495,36645
10199019,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,0,344,382,118,118,0.0311,33926
10199019,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,0,344,382,0,50,0.0000,2470
10199019,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,0,344,382,0,0,0.0000,0
10199019,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,1,344,382,0,0,0.0000,0
10199019,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,1,344,382,0,0,0.0000,0
10199019,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,1,344,382,0,0,0.0000,0
10199019,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,1,344,382,0,0,0.0000,0
10199020,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,0,720,800,272,272,0.1037,75545
10199020,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,0,720,800,248,248,0.0651,69941
10199020,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,0,720,800,0,104,0.0000,5092
10199020,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,0,720,800,0,0,0.0000,0
10199020,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,1,720,800,0,0,0.0000,0
10199020,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,1,720,800,0,0,0.0000,0
10199020,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,1,720,800,0,0,0.0000,0
10199020,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,1,720,800,0,0,0.0000,0
10199021,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,0,478,531,181,181,0.0688,63142
10199021,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,0,478,531,165,165,0.0432,58458
10199021,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,0,478,531,0,69,0.0000,4256
10199021,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,0,478,531,0,0,0.0000,0
10199021,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,1,478,531,0,0,0.0000,0
10199021,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,1,478,531,0,0,0.0000,0
10199021,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,1,478,531,0,0,0.0000,0
10199021,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,1,478,531,0,0,0.0000,0
10199022,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,0,378,420,143,143,0.0544,55249
10199022,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,0,378,420,130,130,0.0342,51151
10199022,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,0,378,420,0,55,0.0000,3724
10199022,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,0,378,420,0,0,0.0000,0
10199022,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,1,378,420,0,0,0.0000,0
10199022,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,1,378,420,0,0,0.0000,0
10199022,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,1,378,420,0,0,0.0000,0
10199022,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,1,378,420,0,0,0.0000,0
10199023,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,0,357,396,135,135,0.0513,40591
10199023,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,0,357,396,123,123,0.0322,37580
10199023,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,0,357,396,0,51,0.0000,2736
10199023,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,0,357,396,0,0,0.0000,0
10199023,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,1,357,396,0,0,0.0000,0
10199023,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,1,357,396,0,0,0.0000,0
10199023,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,1,357,396,0,0,0.0000,0
10199023,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,1,357,396,0,0,0.0000,0
10199024,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,0,283,314,107,107,0.0407,33262
10199024,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,0,283,314,97,97,0.0256,30795
10199024,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,0,283,314,0,41,0.0000,2242
10199024,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,0,283,314,0,0,0.0000,0
10199024,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,1,283,314,0,0,0.0000,0
10199024,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,1,283,314,0,0,0.0000,0
10199024,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,1,283,314,0,0,0.0000,0
10199024,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,1,283,314,0,0,0.0000,0
10199025,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,0,198,220,75,75,0.0285,25933
10199025,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,0,198,220,68,68,0.0179,24009
10199025,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,0,198,220,0,29,0.0000,1748
10199025,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,0,198,220,0,0,0.0000,0
10199025,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,1,198,220,0,0,0.0000,0
10199025,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,1,198,220,0,0,0.0000,0
10199025,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,1,198,220,0,0,0.0000,0
10199025,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,1,198,220,0,0,0.0000,0
10199026,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,0,183,203,69,69,0.0263,25933
10199026,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,0,183,203,63,63,0.0165,24009
10199026,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,0,183,203,0,26,0.0000,1748
10199026,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,0,183,203,0,0,0.0000,0
10199026,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,1,183,203,0,0,0.0000,0
10199026,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,1,183,203,0,0,0.0000,0
10199026,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,1,183,203,0,0,0.0000,0
10199026,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,1,183,203,0,0,0.0000,0
10199027,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,0,251,278,95,95,0.0360,32135
10199027,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,0,251,278,86,86,0.0226,29751
10199027,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,0,251,278,0,36,0.0000,2166
10199027,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,0,251,278,0,0,0.0000,0
10199027,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,1,251,278,0,0,0.0000,0
10199027,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,1,251,278,0,0,0.0000,0
10199027,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,1,251,278,0,0,0.0000,0
10199027,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,1,251,278,0,0,0.0000,0
10199028,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,0,307,341,116,116,0.0442,38336
10199028,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,0,307,341,106,106,0.0277,35492
10199028,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,0,307,341,0,44,0.0000,2584
10199028,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,0,307,341,0,0,0.0000,0
10199028,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,1,307,341,0,0,0.0000,0
10199028,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,1,307,341,0,0,0.0000,0
10199028,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,1,307,341,0,0,0.0000,0
10199028,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,1,307,341,0,0,0.0000,0
10199029,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,0,242,268,91,91,0.0347,32698
10199029,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,0,242,268,83,83,0.0218,30273
10199029,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,0,242,268,0,35,0.0000,2204
10199029,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,0,242,268,0,0,0.0000,0
10199029,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,1,242,268,0,0,0.0000,0
10199029,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Poor,1,242,268,0,0,0.0000,0
10199029,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Middle,1,242,268,0,0,0.0000,0
10199029,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Rich,1,242,268,0,0,0.0000,0
10199030,1,Caprivi,01,Kabe,56203: Caprivi lowland maize and cattle (NALMC),Not affected,Very Poor,0,292,324,110,110,0.0420,33262
